id,concat,color,latitude,longitude,upfa,trimestre,estatus,pagores,c,p
108456,PAX 108456,Verde [< 180 Días],17.21401952,-100.4278557,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,40930,MEXICO
109350,PAX 109350,Verde [< 180 Días],17.21501952,-100.4268557,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,40930,MEXICO
109400,PAX 109400,Verde [< 180 Días],17.21601952,-100.4258557,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,40930,MEXICO
115556,PAX 115556,Verde [< 180 Días],20.75646743,-100.4298778,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76226,MEXICO
115559,PAX 115559,Verde [< 180 Días],25.67252153,-100.4245542,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66100,MEXICO
117449,PAX 117449,Verde [< 180 Días],20.55466503,-100.420648,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76912,MEXICO
107559,PAX 107559,Verde [< 180 Días],20.58840284,-100.4165742,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76235,MEXICO
119838,PAX 119838,Verde [< 180 Días],20.58940284,-100.4155742,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76235,MEXICO
106458,PAX 106458,Verde [< 180 Días],20.61840911,-100.4181422,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76138,MEXICO
109145,PAX 109145,Verde [< 180 Días],20.61940911,-100.4171422,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76138,MEXICO
118398,PAX 118398,Verde [< 180 Días],20.62040911,-100.4161422,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76138,MEXICO
118820,PAX 118820,Verde [< 180 Días],20.62140911,-100.4151422,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76138,MEXICO
107072,PAX 107072,Verde [< 180 Días],20.58605945,-100.4168171,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76177,MEXICO
108612,PAX 108612,Verde [< 180 Días],20.58705945,-100.4158171,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76177,MEXICO
118720,PAX 118720,Verde [< 180 Días],20.58805945,-100.4148171,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76177,MEXICO
107738,PAX 107738,Verde [< 180 Días],20.96835811,-100.4183179,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,37988,MEXICO
105482,PAX 105482,Verde [< 180 Días],20.62739507,-100.4158227,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76121,MEXICO
107035,PAX 107035,Verde [< 180 Días],20.62839507,-100.4148227,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76121,MEXICO
119837,PAX 119837,Verde [< 180 Días],20.62939507,-100.4138227,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76121,MEXICO
106474,PAX 106474,Verde [< 180 Días],20.58262152,-100.4150487,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76178,MEXICO
108399,PAX 108399,Verde [< 180 Días],20.58362152,-100.4140487,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76178,MEXICO
117635,PAX 117635,Verde [< 180 Días],20.58462152,-100.4130487,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76178,MEXICO
106136,PAX 106136,Verde [< 180 Días],25.68310662,-100.413402,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66210,MEXICO
116613,PAX 116613,Verde [< 180 Días],20.54679861,-100.4136805,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76901,MEXICO
107232,PAX 107232,Verde [< 180 Días],20.57588142,-100.4066132,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76180,MEXICO
108542,PAX 108542,Verde [< 180 Días],20.57688142,-100.4056132,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76180,MEXICO
109025,PAX 109025,Verde [< 180 Días],20.57788142,-100.4046132,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76180,MEXICO
117392,PAX 117392,Verde [< 180 Días],20.57888142,-100.4036132,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76180,MEXICO
107046,PAX 107046,Verde [< 180 Días],20.62550399,-100.406286,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76125,MEXICO
106498,PAX 106498,Verde [< 180 Días],20.60411515,-100.4039878,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76150,MEXICO
115971,PAX 115971,Verde [< 180 Días],25.68372772,-100.4057999,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66216,MEXICO
107861,PAX 107861,Verde [< 180 Días],25.82359611,-100.404518,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66085,MEXICO
119200,PAX 119200,Verde [< 180 Días],25.82459611,-100.403518,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66085,MEXICO
117721,PAX 117721,Verde [< 180 Días],25.76330958,-100.3986825,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64346,MEXICO
118401,PAX 118401,Verde [< 180 Días],25.76430958,-100.3976825,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64346,MEXICO
121431,PAX 121431,Verde [< 180 Días],25.76530958,-100.3966825,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64346,MEXICO
106080,PAX 106080,Verde [< 180 Días],25.66468666,-100.4003738,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66230,MEXICO
109513,PAX 109513,Verde [< 180 Días],25.66568666,-100.3993738,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66230,MEXICO
117021,PAX 117021,Verde [< 180 Días],25.66668666,-100.3983738,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66230,MEXICO
106669,PAX 106669,Verde [< 180 Días],20.6516102,-100.3935579,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76148,MEXICO
116064,PAX 116064,Verde [< 180 Días],20.6526102,-100.3925579,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76148,MEXICO
118853,PAX 118853,Verde [< 180 Días],20.6536102,-100.3915579,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76148,MEXICO
118856,PAX 118856,Verde [< 180 Días],20.6546102,-100.3905579,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76148,MEXICO
119189,PAX 119189,Verde [< 180 Días],25.73828688,-100.39856,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64349,MEXICO
109502,PAX 109502,Verde [< 180 Días],20.55707168,-100.3991563,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76086,MEXICO
116239,PAX 116239,Verde [< 180 Días],20.55807168,-100.3981563,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76086,MEXICO
119027,PAX 119027,Verde [< 180 Días],20.55907168,-100.3971563,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76086,MEXICO
105711,PAX 105711,Verde [< 180 Días],20.59884379,-100.399104,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76164,MEXICO
117623,PAX 117623,Verde [< 180 Días],25.79929607,-100.3987033,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66064,MEXICO
117702,PAX 117702,Verde [< 180 Días],25.80029607,-100.3977033,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66064,MEXICO
105926,PAX 105926,Verde [< 180 Días],20.55423878,-100.3904802,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76903,MEXICO
107548,PAX 107548,Verde [< 180 Días],21.0000442,-100.3963262,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,37980,MEXICO
109528,PAX 109528,Verde [< 180 Días],25.77138371,-100.3943099,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64103,MEXICO
106084,PAX 106084,Verde [< 180 Días],20.59947074,-100.3855541,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76000,MEXICO
106356,PAX 106356,Verde [< 180 Días],20.60047074,-100.3845541,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76000,MEXICO
116856,PAX 116856,Verde [< 180 Días],20.60147074,-100.3835541,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76000,MEXICO
117562,PAX 117562,Verde [< 180 Días],20.60247074,-100.3825541,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76000,MEXICO
105912,PAX 105912,Verde [< 180 Días],25.77791805,-100.3896379,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64102,MEXICO
108605,PAX 108605,Verde [< 180 Días],25.77891805,-100.3886379,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64102,MEXICO
108904,PAX 108904,Verde [< 180 Días],25.73741039,-100.3898703,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64340,MEXICO
119264,PAX 119264,Verde [< 180 Días],25.73841039,-100.3888703,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64340,MEXICO
118851,PAX 118851,Verde [< 180 Días],20.56663676,-100.3912013,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76080,MEXICO
118689,PAX 118689,Verde [< 180 Días],25.74492892,-100.3901889,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64348,MEXICO
108037,PAX 108037,Verde [< 180 Días],17.24326792,-100.3901679,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,40945,MEXICO
118916,PAX 118916,Verde [< 180 Días],25.72584443,-100.3881808,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64619,MEXICO
116790,PAX 116790,Verde [< 180 Días],20.60779162,-100.3890315,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76160,MEXICO
117686,PAX 117686,Verde [< 180 Días],20.62339684,-100.3859097,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76140,MEXICO
119445,PAX 119445,Verde [< 180 Días],20.62439684,-100.3849097,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76140,MEXICO
120705,PAX 120705,Verde [< 180 Días],20.62539684,-100.3839097,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76140,MEXICO
105367,PAX 105367,Verde [< 180 Días],25.77216736,-100.3815083,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64100,MEXICO
115629,PAX 115629,Verde [< 180 Días],25.77316736,-100.3805083,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64100,MEXICO
118959,PAX 118959,Verde [< 180 Días],20.64123592,-100.3864689,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76147,MEXICO
116974,PAX 116974,Verde [< 180 Días],25.74262465,-100.3839386,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64347,MEXICO
106459,PAX 106459,Verde [< 180 Días],20.57480122,-100.3804863,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76070,MEXICO
116596,PAX 116596,Verde [< 180 Días],20.65342339,-100.3807431,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76238,MEXICO
109530,PAX 109530,Verde [< 180 Días],20.55928754,-100.3786033,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76087,MEXICO
117600,PAX 117600,Verde [< 180 Días],20.56028754,-100.3776033,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76087,MEXICO
120359,PAX 120359,Verde [< 180 Días],25.78423552,-100.3788944,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64208,MEXICO
107420,PAX 107420,Verde [< 180 Días],20.60098697,-100.374839,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76020,MEXICO
117568,PAX 117568,Verde [< 180 Días],20.60198697,-100.373839,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76020,MEXICO
105336,PAX 105336,Verde [< 180 Días],20.86027094,-100.3765464,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76200,MEXICO
121294,PAX 121294,Verde [< 180 Días],25.77118811,-100.3747949,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64105,MEXICO
106216,PAX 106216,Verde [< 180 Días],20.56625672,-100.3743185,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76074,MEXICO
106516,PAX 106516,Verde [< 180 Días],25.67519885,-100.3737326,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64650,MEXICO
105649,PAX 105649,Verde [< 180 Días],20.56942984,-100.3727955,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76090,MEXICO
119454,PAX 119454,Verde [< 180 Días],25.7614251,-100.3696528,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64104,MEXICO
105330,PAX 105330,Verde [< 180 Días],25.7816897,-100.3713563,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64209,MEXICO
107707,PAX 107707,Verde [< 180 Días],20.26547817,-100.3709479,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,38595,MEXICO
109415,PAX 109415,Verde [< 180 Días],25.70989776,-100.3687435,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64610,MEXICO
116743,PAX 116743,Verde [< 180 Días],25.71089776,-100.3677435,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64610,MEXICO
107267,PAX 107267,Verde [< 180 Días],25.7782943,-100.3696277,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64200,MEXICO
116925,PAX 116925,Verde [< 180 Días],25.7792943,-100.3686277,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64200,MEXICO
115567,PAX 115567,Verde [< 180 Días],25.68869017,-100.3684036,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64630,MEXICO
119190,PAX 119190,Verde [< 180 Días],25.72035172,-100.3656427,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64339,MEXICO
117532,PAX 117532,Verde [< 180 Días],25.72130299,-100.3628038,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64330,MEXICO
109045,PAX 109045,Verde [< 180 Días],25.74732547,-100.3612232,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64120,MEXICO
116574,PAX 116574,Verde [< 180 Días],25.76922431,-100.3611814,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64219,MEXICO
119964,PAX 119964,Verde [< 180 Días],25.69306709,-100.3578567,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64620,MEXICO
117647,PAX 117647,Verde [< 180 Días],25.74167563,-100.3561954,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64140,MEXICO
120195,PAX 120195,Verde [< 180 Días],25.75553235,-100.3568648,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64228,MEXICO
107203,PAX 107203,Verde [< 180 Días],19.44648121,-100.3554318,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,61519,MEXICO
119246,PAX 119246,Verde [< 180 Días],19.44748121,-100.3544318,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,61519,MEXICO
116820,PAX 116820,Verde [< 180 Días],19.43581889,-100.3501207,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,61500,MEXICO
117695,PAX 117695,Verde [< 180 Días],25.68705917,-100.3473072,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64020,MEXICO
108803,PAX 108803,Verde [< 180 Días],25.7219334,-100.3465718,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64180,MEXICO
116071,PAX 116071,Verde [< 180 Días],25.7138854,-100.3450612,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64320,MEXICO
117443,PAX 117443,Verde [< 180 Días],25.7148854,-100.3440612,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64320,MEXICO
117734,PAX 117734,Verde [< 180 Días],25.7158854,-100.3430612,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64320,MEXICO
116999,PAX 116999,Verde [< 180 Días],25.72862039,-100.3458653,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64160,MEXICO
106387,PAX 106387,Verde [< 180 Días],25.66744118,-100.3422906,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64710,MEXICO
119982,PAX 119982,Verde [< 180 Días],19.44948057,-100.3403651,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,61526,MEXICO
105682,PAX 105682,Verde [< 180 Días],20.65590025,-100.3357297,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76269,MEXICO
117383,PAX 117383,Verde [< 180 Días],25.67611724,-100.3353249,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64040,MEXICO
109069,PAX 109069,Verde [< 180 Días],25.68652425,-100.3318095,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64450,MEXICO
106992,PAX 106992,Verde [< 180 Días],25.77580575,-100.3282699,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66073,MEXICO
115635,PAX 115635,Verde [< 180 Días],25.79842517,-100.3258393,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66050,MEXICO
117117,PAX 117117,Verde [< 180 Días],25.79942517,-100.3248393,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66050,MEXICO
121657,PAX 121657,Verde [< 180 Días],25.80042517,-100.3238393,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66050,MEXICO
109280,PAX 109280,Verde [< 180 Días],20.74667729,-100.3252255,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76250,MEXICO
119936,PAX 119936,Verde [< 180 Días],20.74767729,-100.3242255,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76250,MEXICO
105716,PAX 105716,Verde [< 180 Días],20.59166169,-100.3231928,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76240,MEXICO
107022,PAX 107022,Verde [< 180 Días],20.59266169,-100.3221928,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76245,MEXICO
120346,PAX 120346,Verde [< 180 Días],20.59366169,-100.3211928,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76240,MEXICO
107202,PAX 107202,Verde [< 180 Días],25.85273779,-100.3190232,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66550,MEXICO
117440,PAX 117440,Verde [< 180 Días],25.7611058,-100.317655,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66422,MEXICO
108606,PAX 108606,Verde [< 180 Días],25.68340203,-100.3114686,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64000,MEXICO
108648,PAX 108648,Verde [< 180 Días],25.68440203,-100.3104686,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64000,MEXICO
116713,PAX 116713,Verde [< 180 Días],25.68540203,-100.3094686,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64000,MEXICO
117177,PAX 117177,Verde [< 180 Días],25.68640203,-100.3084686,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64000,MEXICO
120138,PAX 120138,Verde [< 180 Días],25.77774926,-100.3094221,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66055,MEXICO
120894,PAX 120894,Verde [< 180 Días],25.7848989,-100.30952,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66057,MEXICO
116684,PAX 116684,Verde [< 180 Días],25.79494964,-100.3031763,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66035,MEXICO
115614,PAX 115614,Verde [< 180 Días],25.75347161,-100.3018922,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66423,MEXICO
107001,PAX 107001,Verde [< 180 Días],25.73560311,-100.3015809,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66450,MEXICO
118468,PAX 118468,Verde [< 180 Días],25.68761686,-100.2991793,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66580,MEXICO
108084,PAX 108084,Verde [< 180 Días],25.64488165,-100.2987038,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64740,MEXICO
115562,PAX 115562,Verde [< 180 Días],25.73352115,-100.298649,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66464,MEXICO
107460,PAX 107460,Verde [< 180 Días],25.76413578,-100.2979191,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66428,MEXICO
105232,PAX 105232,Verde [< 180 Días],25.63696598,-100.2968703,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64760,MEXICO
105984,PAX 105984,Verde [< 180 Días],25.63796598,-100.2958703,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64760,MEXICO
109245,PAX 109245,Verde [< 180 Días],17.05948957,-100.2949555,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,40935,MEXICO
109315,PAX 109315,Verde [< 180 Días],25.75779997,-100.2925202,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66420,MEXICO
117682,PAX 117682,Verde [< 180 Días],25.75879997,-100.2915202,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66420,MEXICO
117133,PAX 117133,Verde [< 180 Días],25.62331703,-100.2920186,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64920,MEXICO
106479,PAX 106479,Verde [< 180 Días],25.69180174,-100.2904534,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64550,MEXICO
117676,PAX 117676,Verde [< 180 Días],25.69280174,-100.2894534,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64550,MEXICO
120860,PAX 120860,Verde [< 180 Días],25.73098539,-100.2883225,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66463,MEXICO
105881,PAX 105881,Verde [< 180 Días],25.62468351,-100.2873852,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64790,MEXICO
120567,PAX 120567,Verde [< 180 Días],20.62789773,-100.2834938,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,76267,MEXICO
116905,PAX 116905,Verde [< 180 Días],25.67225871,-100.2838301,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,64800,MEXICO
115972,PAX 115972,Verde [< 180 Días],25.75760934,-100.2832045,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66413,MEXICO
107258,PAX 107258,Verde [< 180 Días],25.65308718,-100.2785611,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64830,MEXICO
115792,PAX 115792,Verde [< 180 Días],25.65408718,-100.2775611,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64830,MEXICO
105709,PAX 105709,Verde [< 180 Días],25.74258568,-100.2726008,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66460,MEXICO
116203,PAX 116203,Verde [< 180 Días],25.74358568,-100.2716008,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66460,MEXICO
107107,PAX 107107,Verde [< 180 Días],25.76018079,-100.2740381,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66414,MEXICO
107105,PAX 107105,Verde [< 180 Días],25.76539457,-100.2740533,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66417,MEXICO
106189,PAX 106189,Verde [< 180 Días],25.63751138,-100.2729113,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64850,MEXICO
115579,PAX 115579,Verde [< 180 Días],25.61202618,-100.2668688,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,64890,MEXICO
106519,PAX 106519,Verde [< 180 Días],25.73615618,-100.2656155,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66444,MEXICO
108547,PAX 108547,Verde [< 180 Días],25.6433983,-100.2675605,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,67173,MEXICO
107609,PAX 107609,Verde [< 180 Días],25.7518922,-100.2586814,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66436,MEXICO
109092,PAX 109092,Verde [< 180 Días],25.71549026,-100.2573865,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66490,MEXICO
116780,PAX 116780,Verde [< 180 Días],25.71649026,-100.2563865,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66490,MEXICO
106829,PAX 106829,Verde [< 180 Días],20.57442438,-100.2579806,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,76246,MEXICO
106666,PAX 106666,Verde [< 180 Días],25.77447189,-100.2560598,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66635,MEXICO
118572,PAX 118572,Verde [< 180 Días],25.77547189,-100.2550598,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66635,MEXICO
118577,PAX 118577,Verde [< 180 Días],25.77647189,-100.2540598,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66635,MEXICO
107762,PAX 107762,Verde [< 180 Días],25.71296427,-100.256034,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66496,MEXICO
117404,PAX 117404,Verde [< 180 Días],25.89712472,-100.2525084,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,65515,MEXICO
116752,PAX 116752,Verde [< 180 Días],25.77604133,-100.2436484,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66636,MEXICO
116795,PAX 116795,Verde [< 180 Días],25.77704133,-100.2426484,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66636,MEXICO
116915,PAX 116915,Verde [< 180 Días],25.77804133,-100.2416484,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66636,MEXICO
117583,PAX 117583,Verde [< 180 Días],25.77904133,-100.2406484,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66636,MEXICO
107453,PAX 107453,Verde [< 180 Días],25.79917354,-100.2373885,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66612,MEXICO
107479,PAX 107479,Verde [< 180 Días],25.80017354,-100.2363885,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,66612,MEXICO
116946,PAX 116946,Verde [< 180 Días],25.80117354,-100.2353885,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66612,MEXICO
116947,PAX 116947,Verde [< 180 Días],25.80217354,-100.2343885,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66612,MEXICO
117176,PAX 117176,Verde [< 180 Días],25.80317354,-100.2333885,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66612,MEXICO
117496,PAX 117496,Verde [< 180 Días],25.80417354,-100.2323885,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66612,MEXICO
117592,PAX 117592,Verde [< 180 Días],25.80517354,-100.2313885,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66612,MEXICO
117629,PAX 117629,Verde [< 180 Días],25.80617354,-100.2303885,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66612,MEXICO
118680,PAX 118680,Verde [< 180 Días],25.73443957,-100.2437267,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,66479,MEXICO
