id,concat,color,latitude,longitude,upfa,trimestre,estatus,pagores
100183,PAX 100183,1. Naranja [dos trimestres],24.90711868,-105.3752629,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
97353,PAX 97353,1. Naranja [dos trimestres],23.77801843,-105.3623731,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
15778,PAX 15778,1. Naranja [dos trimestres],20.67104888,-105.249528,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
98927,PAX 98927,1. Naranja [dos trimestres],20.63576107,-105.2287824,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
107430,PAX 107430,1. Naranja [dos trimestres],20.6599886,-105.2114652,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
98631,PAX 98631,1. Naranja [dos trimestres],20.6609886,-105.2104652,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
99752,PAX 99752,1. Naranja [dos trimestres],20.6619886,-105.2094652,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
100032,PAX 100032,1. Naranja [dos trimestres],20.71351222,-105.2083167,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
98071,PAX 98071,1. Naranja [dos trimestres],20.64297656,-105.2079459,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
87878,PAX 87878,1. Naranja [dos trimestres],27.68950518,-105.175343,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
99651,PAX 99651,1. Naranja [dos trimestres],24.87815398,-105.0751555,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
103455,PAX 103455,1. Naranja [dos trimestres],27.1265599,-104.9155062,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
116145,PAX 116145,1. Naranja [dos trimestres],27.1275599,-104.9145062,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
5655,PAX 5655,1. Naranja [dos trimestres],21.50323282,-104.9114469,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
88048,PAX 88048,1. Naranja [dos trimestres],21.5240565,-104.8958032,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
34744,PAX 34744,1. Naranja [dos trimestres],21.49670984,-104.8890616,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
109304,PAX 109304,1. Naranja [dos trimestres],21.51508366,-104.8731848,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
98701,PAX 98701,1. Naranja [dos trimestres],21.46743544,-104.8645527,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
84639,PAX 84639,1. Naranja [dos trimestres],21.47574553,-104.8594336,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
100240,PAX 100240,1. Naranja [dos trimestres],21.48596845,-104.8335928,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
97466,PAX 97466,1. Naranja [dos trimestres],24.00490516,-104.6927244,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
88659,PAX 88659,1. Naranja [dos trimestres],24.00932097,-104.6767929,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
62588,PAX 62588,1. Naranja [dos trimestres],24.04117261,-104.6724723,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
44297,PAX 44297,1. Naranja [dos trimestres],24.01190638,-104.6544452,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
104713,PAX 104713,1. Naranja [dos trimestres],24.01290638,-104.6534452,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
72368,PAX 72368,1. Naranja [dos trimestres],24.02576393,-104.6449889,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
